,account_id,account_owner,amount,authorized_date,category,category_id,date,iso_currency_code,location,merchant_name,name,payment_channel,payment_meta,pending,pending_transaction_id,transaction_code,transaction_id,transaction_type,unofficial_currency_code
21,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,10.16,,"['Transfer', 'Debit']",21006000,2020-10-20,USD,"{'address': None, 'city': 'Seattle', 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': 'WA', 'store_number': None}",,XX25 7 TH AVE-L SEATTLE WA Date XX 7523 Card 17 #8750,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,v6p6xbq4ZxtzLakBoJp6CPM9gmnv5aCmyB04g,special,
22,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,15.06,,"['Transfer', 'Debit']",21006000,2020-10-20,USD,"{'address': None, 'city': 'Seattle', 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': 'WA', 'store_number': None}",,XX25 7 TH AVE-L SEATTLE WA Date XX 7523 Card 17 #8750,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,Ak0kqX4z9qsqB5pnaQdviqEpbnr9JQc6pknDB,special,
23,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,20.49,,"['Food and Drink', 'Restaurants']",13005000,2020-10-19,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Curry Palace,Indian Curry Palace,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,bLMLdpYzPdfBPD6w1oEkUeQBv9QdmPFqQAD3L,place,
24,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,17.74,,"['Shops', 'Supermarkets and Groceries']",19047000,2020-10-19,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Target,Target,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,rapajbLvBjSNdDEV3JrPtmM7RB08x9UB9JwRn,place,
25,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,4.99,,"['Shops', 'Computers and Electronics']",19013000,2020-10-18,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Microsoft,Microsoft,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,7616pXBeEptAowevgjpQigqrN3qbv5CQ9O5Xq,place,
26,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,41.99,,"['Shops', 'Supermarkets and Groceries']",19047000,2020-10-18,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Safeway,Safeway,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,gBaB1OYLK1FPkR3Nm6gwfnyEQJygYkCqpZKP9,place,
27,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,9.83,,"['Travel', 'Gas Stations']",22009000,2020-10-16,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Southern California Gas Company,Payment to Southern California Gas Company,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,9DqDNXypENfr4pYRPmg0SV6yJO6xKwHdMaxEV,place,
28,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,-2128.25,,"['Transfer', 'Payroll']",21009000,2020-10-16,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Salary/Regular Income from DFAS,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,OEXEJpYz7JuJEon5grvNC90L3408kat8AMgva,special,
29,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,5.57,,"['Food and Drink', 'Restaurants', 'Fast Food']",13005032,2020-10-16,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Taco Bell,Taco Bell,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,Vg8g7pYzP7s7V4dXkxJPSp1ZEk1r5DfrpQjgE,place,
30,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,46.47,,"['Travel', 'Gas Stations']",22009000,2020-10-15,USD,"{'address': None, 'city': 'Bakersfield', 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': 'CA', 'store_number': None}",,#XX 933 FAIRFAX FAST 4800 F BAKERSFIELD CA Card 17 #8750,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,EjRjKp8zQKUKa5ANL0DZiXZjDEZvg8UpAwnb1,place,
31,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,360.0,,"['Transfer', 'Withdrawal', 'Check']",21012001,2020-10-15,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,CHECK # 1054,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,MgRgapVzjasa87J5LnkvSzj4OPj5yXUMNQpag,special,
32,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,30.41,,"['Food and Drink', 'Restaurants', 'Fast Food']",13005032,2020-10-14,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Chipotle Mexican Grill,Chipotle Mexican Grill,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,n0p0kNYyqkF0vdqb4BrXSdewbBerXvtAx8pvK,place,
33,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,0.04,,['Bank Fees'],10000000,2020-10-14,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Fee VISA INTERNATIONAL SERVICE ASSESSMENT Date Card 17 #8750,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,RgRg5XYz35s5xEqMB4rzTjbgm1bKpkUyk8qmv,special,
34,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,3.99,,"['Transfer', 'Third Party', 'PayPal']",21010004,2020-10-14,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Transfer to PayPal,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,QgRgZpYzrZsZo7bBqOj9IaD3nJDEpmUEKk4qY,special,
35,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,7.49,,"['Shops', 'Digital Purchase']",19019000,2020-10-12,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Steam,Steam,online,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,prprvbwkXvfLx5dE84ANInM5z3MkExCJdO4x0,digital,
36,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,50.63,,"['Shops', 'Office Supplies']",19039000,2020-10-11,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",OfficeMax,OfficeMax,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,XgagVpYzkVsV4OM8v7ZwFj9vD69QZVU4V7aLJ,place,
37,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,6.19,,"['Shops', 'Computers and Electronics', 'Video Games']",19013001,2020-10-11,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Steamgames,Steamgames,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,NmRmxpOzZxIeLRkQgnADiEqN03qRK4SRXKL7X,place,
38,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,15.7,,"['Food and Drink', 'Restaurants', 'Fast Food']",13005032,2020-10-10,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Chipotle Mexican Grill,Chipotle Mexican Grill,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,ePaPLOYwoLf1gqMDBdXQc7Djx0DXZgfdDjbgV,place,
39,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,41.01,,"['Travel', 'Gas Stations']",22009000,2020-10-09,USD,"{'address': None, 'city': 'Bakersfield', 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': 'CA', 'store_number': None}",,#XX 933 FAIRFAX FAST 4800 F BAKERSFIELD CA Card 17 #8750,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,Yg7gOeYzAOsAd79v0N5bi01Oq91QzZtQarqXB,place,
40,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,9.38,,"['Shops', 'Digital Purchase']",19019000,2020-10-08,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Amazon,Amazon,online,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,mvpvKNY3mKConqd0kDyaS0p7aBpyzntM0dvnX,digital,
41,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,29.39,,"['Food and Drink', 'Restaurants', 'Fast Food']",13005032,2020-10-08,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Chipotle Mexican Grill,Chipotle Mexican Grill,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,zPdP5bK8g5f6kEOBZabzCj8gPv8bQkUOm4nDg,place,
42,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,16.84,,"['Service', 'Utilities', 'Electric']",18068005,2020-10-07,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Payment to Southern California Edison,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,wLpLJbBa5JfQLZNzoXvyhbM5NKMvrJtLEZvzb,special,
43,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,37.88,,"['Shops', 'Supermarkets and Groceries']",19047000,2020-10-07,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Target,Target,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,d1a16OYdo6TVgrLayxoeFJ49Do4d5gIbq9Q6Y,place,
44,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,38.86,,"['Travel', 'Gas Stations']",22009000,2020-10-05,USD,"{'address': None, 'city': 'Bakersfield', 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': 'CA', 'store_number': None}",,#XX 933 FAIRFAX FAST 4800 F BAKERSFIELD CA Card 17 #8750,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,6wDwnXqpQnCMAVY0EO5XhP8Y5M8n1xUae6NzR,place,
45,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,79.99,,"['Service', 'Cable']",18009000,2020-10-03,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",Spectrum,Payment to Spectrum,in store,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,1rJrOX6pxOfX8ZYyPEaQF7dAnRdo4yfmV1g79,special,
46,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,14.69,,"['Transfer', 'Third Party', 'PayPal']",21010004,2020-10-03,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Transfer to PayPal,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,D0R0ypJzDyFy4PKxYgLvsmPjqgP3wXcZNoRLK,special,
47,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,9.99,,['Service'],18000000,2020-10-03,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Youtube Premium,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,LMRM4N9zn4C4RVqn9JKoCVYDz8Y0pLH0LYBOO,place,
48,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,-2112.55,,,,2020-10-02,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Salary/Regular Income from DFAS,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,kkpk3OYqo3spB1kbKy0dSPZoD1rpymHRO8OVy,unresolved,
49,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,925.0,,"['Transfer', 'Withdrawal', 'Check']",21012001,2020-10-01,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,CHECK # 1053,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,Ak0kqX4z9qsqB5pnaQdviqE8AVKydaH6DLD1E,special,
51,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,400.0,,,,2020-10-01,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,To Share 0001,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,v6p6xbq4ZxtzLakBoJp6CPMozwEqreHm4a416,unresolved,
52,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,50.71,,,,2020-09-30,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,#XX 933 FAIRFAX FAST 4800 F BAKERSFIELD CA Card 17 #8750,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,rapajbLvBjSNdDEV3JrPtmMZop4LkzsBRQR4o,unresolved,
53,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,2.99,,,,2020-09-30,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Amazon,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,jKpKBOzPaBckRDboV3LBizjRZoOkaYCR6p6Py,unresolved,
55,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,5.0,,,,2020-09-30,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,SERVICE CHARGE,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,0jOjVXwpNVUjBEozR04kIqpa4X3bJwHrwYwnn,unresolved,
56,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,28.69,,,,2020-09-29,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Smart & Final,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,4x6xRX1pgRtYmzoyre86u6OEJo07qBHk9V95v,unresolved,
57,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,1.99,,,,2020-09-28,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Google,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,a6R6NOYzQNtraLjvbDMOSNDBnvVrZxtZBQBkv,unresolved,
58,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,27.68,,,,2020-09-26,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Asia Market,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,xDXD8b3xZ8fdbyE5gD1nIp8qnJR3V0tMXEX0L,unresolved,
59,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,43.29,,"['Shops', 'Computers and Electronics']",19013000,2020-09-26,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Best Buy,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,8LPLXe3pzXfqKMYvR8mZiXzVRJMKZmIygwgey,place,
60,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,25.94,,"['Shops', 'Supermarkets and Groceries']",19047000,2020-09-26,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Trader Joe's,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,JMRMjpgzZjCjBV6rg03YINynR6EAr0tbd1dZ9,place,
61,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,61.33,,,,2020-09-26,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,el patron bar and gril,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,ZgagMOYzrMs9YaLdjMo4TwJazn59DMuRwnwBb,unresolved,
62,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,42.39,,,,2020-09-24,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,#XX 933 FAIRFAX FAST 4800 F BAKERSFIELD CA Card 17 #8750,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,5dLdQXPpgQfmpeYQgoZ4uJvLg8dqVwtB8Z8PN,unresolved,
63,Ak0kqX4z9qsqB5pnaQd6fwQEJ9xnYYU6qOaa6,,15.15,,['Payment'],16000000,2020-09-21,USD,"{'address': None, 'city': None, 'country': None, 'lat': None, 'lon': None, 'postal_code': None, 'region': None, 'store_number': None}",,Payment to Southern California Edison,other,"{'by_order_of': None, 'payee': None, 'payer': None, 'payment_method': None, 'payment_processor': None, 'ppd_id': None, 'reason': None, 'reference_number': None}",False,,,ojpjANdKaAUNLw9QX5vVtyNQ3kZbVpuBqvqeb,special,
